"","key","Key_RX_ProgID","Curr_RX_ProgID","RX_ProgName","RX_ProgDescription","DatabaseName","Org","ProgID","ProgName","ProgDescription","Lat","Long","Pop"
"1718","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_BransonMO","Branson, MO",79,"Strategic Budget Development","Working with all city departments, the City Administrator's Office oversees and provides assistance to ensure achievement of their goals and those of the City government as a whole","36.644180","-93.232727",11430
"493","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_AlexandriaVA","City of Alexandria, VA",1127,"Budget Development and Evaluation","Lead the process to develop, review and submit an annual operating budget  to City Council for the purpose of developing a responsible and responsive annual funding and service plan for the City government.  This includes a review of department budget submissions, statement of policy and service impacts on new and/or reduced services, preparing and maintaining the 5-year financial planning model, and preparing materials for City Council budget work sessions, employee engagement forums, BFAAC, and public hearings.","38.8184","-77.0861",160035
"615","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_AlexandriaVA","City of Alexandria, VA",4441,"Strategic Budget Development","Prepare and provide direction  for proposing annual budget priorities and financial plan for City Government operations.","38.8184","-77.0861",160035
"846","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_AlexandriaVA","City of Alexandria, VA",5031,"CIP Budget Development and Evaluation","Lead the process to develop, review and submit a 10 year capital budget to City Council for the purpose of developing a responsible and responsive annual funding and service plan for the City government.  This includes a review of department budget submissions, prepare and maintain multiple iterations of the debt model, and preparing materials for City Council budget work sessions, employee engagement forums, BFAAC, and public hearings.","38.8184","-77.0861",160035
"1214","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_BeniciaCA","City of Benicia",3200,"Budget Development & Management","Work with departments and Council to develop, monitor, manage the operating and CIP budgets. Also includes coordination and administration of Priority Based Budgeting.","38.0494","-122.1586",26997
"1120","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_BeniciaCA","City of Benicia",2748,"Budget Development & Management","Work with departments and Council to develop, monitor, manage the operating and CIP budgets. Also includes coordination and administration of Priority Based Budgeting.","38.0494","-122.1586",26997
"2103","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_2018ColumbiaSC_copy1","City of Columbia, SC (NEW)",806,"General administration","Budget Development & Monitoring; Develop & Implement Annual Work Plan; Personnel Hiring, Training & Management;  Training and Certification Maintenance","34.0366","-80.9043",131114
"1123","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_2018ColumbiaSC_copy1","City of Columbia, SC (NEW)",183,"Manage the capital budget development for projects and equipment purchases annually with other departments for budgeting purposes.","Enter Description","34.0366","-80.9043",131114
"3015","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_DuluthMN","City of Duluth",407,"Parks Administration and Operations","Grant management & tracking, budget development and oversight, contract and agreement management with Park partners, commission meeting support & staffing","46.7797","-92.1334",86066
"2713","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_DuluthMN","City of Duluth",146,"Annual Operating/CIP Budget Development & Approval","Review presentations of budget proposals and planning proposals and approve yearly.","46.7797","-92.1334",86066
"4212","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_Joplin","City of Joplin",3189,"Budget Development, Oversight and Analysis","Budget development preparation and analysis. Monitor budget to expenditures and enter budget amendments and transfers. Analyze budget information. Prepare budget reports.","37.0766","-94.5016",52288
"656","budget development","169",169,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_LittletonCO","City of Littleton",2300,"Budget Development and Oversight","Provide overall City support for the Budget process, analysis and reviews. Approving and recording budget transfers.  Draft budget instructions, timelines and worksheets for staff.  Attend budget meetings with Departments.   Provide Support and Materials for Budget Preparation by Departments.  Compile data for the Budget Appropriation, and Mill Levy Ordinances and prepare the final budget document for print and posting to the City's website. Assist departments with completing budget amendments for presentation to Council throughout the year. Post budget amendments to the financial system upon Council approval.","39.5912","-105.0193",40664
"6710","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_LittletonCO","City of Littleton",2348,"Budget Development and Preparation","Collaborate budget deadlines, work with Elected Officials and Department Heads to gather information and combine into yearly budget document.","39.5912","-105.0193",40664
"737","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RXMeridianID","City of Meridian",1233,"Compensation services","Annual budget development, new hire offers, verification of employment, salary studies & education reimbursement",NA,NA,NA
"7211","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RXMeridianID","City of Meridian",1175,"Budget Development","All activities associated with development of the City's annual operating budget including preparation of the Proposed & Adopted Budget Documents",NA,NA,NA
"2316","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_ClearCreekCountyCO","Clear Creek",831,"Budget Development & Oversight","creation, development and submittal of annual budget for County Administration","39.6904","-105.6413",9574
"3214","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_EnglewoodCO","Englewood",706,"Budget Development and Oversight","Draft budget guidelines, prepare the Five Year Pro-Forma for Council and Staff.  Attend budget meetings with Departments.   Provide Support and Materials for Budget Preparation by Departments.  Provide the City Attorney's Office with the data for the Budget,  Appropriation, and Mill Levy Ordinances and prepare the final budget document for print and posting to the City's website.","39.6469","-104.9942",34407
"3114","budget development","169",169,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_EnglewoodCO","Englewood",690,"Budget Development and Oversight","Provide overall City support for the Budget process, Analysis and Reviews.","39.6469","-104.9942",34407
